src,tgr
她被警方逮捕了。,She was arrested by the police.
我申請成為協會會員。,I applied for membership in the association.
我想知道最近的美國運通辦事處的電話號碼。,I'd like to know the phone number of the nearest American Express office.
湯姆不是一個好司機。,Tom is not a very good driver.
那是我所有能找到的。,That's all I could find.
白鸽是种美丽的鸟类。,White doves are beautiful birds.
我二十年前出生。,I was born 20 years ago.
"如果你不想去, 就不必去了。","If you don't want to go, you don't need to."
全体销售人员通宵达旦地工作了一周。,The entire sales staff has worked around the clock for a week.
他是個很體貼的人。,He is a very thoughtful person.
这些患者走路有困难。,These patients have trouble walking.
你們得走了。,You've got to go.
她进了房间。,She came into the room.
我无所谓。,I don't care.
真好。,That's really nice.
今天你看起来很迷人啊。,You look very charming today.
我不知道你的計畫。,I didn't know about your plan.
你愿意来吗？,Would you like to come?
这狗屋是汤姆建的。,This doghouse was built by Tom.
這一定是假的。,These must be fake.
請把馬鈴薯的皮削掉。,Please peel the potatoes.
他們何時抵達?,When will they arrive?
他周遊世界各地。,He traveled around the world.
在中國的人也研讀英語了。,"English is studied in China, too."
第二學期結束了。,Second semester has ended.
我在火车上待了12小时。,I was on the train for twelve hours.
這班火車九點鐘發車。,This train leaves at nine o'clock.
我从没想过它会变成这样。,I never thought it would come to this.
謝謝你一起和我跳舞。,Thank you for dancing with me.
我愿意帮你。,I would like to help you.
她用铅笔在纸上画了一个圈。,She drew a circle on a piece of paper with a pencil.
我不記得了。,I don't remember.
你能帮我把这译成法语吗？,Could you help me translate this into French?
他们的货品有着最高的品质。,Their goods are of the highest quality.
他读很多书。,He reads a great deal.
我承認偷了錢。,I confessed to stealing the money.
他开始哭了。,He began to cry.
还是要说谢谢的。,Thank you just the same.
樹不會長在草原上。,Trees do not grow on prairies.
有些人不应该原谅。,Some people shouldn't be forgiven.
她匆忙地離開了這裡。,She left here in a hurry.
我很累。,I am very tired.
我坐在火車站裡。,I'm sitting in the railway station.
我不相信他们。,I didn't believe them.
旧村屋有它自己一定的魅力。,The old cottage has a certain charm about it.
酸性腐蚀了金属。,The acid ate into the metal.
湯姆搶了家銀行。,Tom robbed a bank.
我开门的时候弄坏了锁。,"When I opened the door, I broke the lock."
那就是我的感受。,That's exactly how I feel.
你在看谁？,Who are you looking at?
他住在我們隔壁。,He lives next door to us.
我正忙著為明天作準備。,I'm busy getting ready for tomorrow.
這匹馬停下來不動了。,The horse stopped and wouldn't move.
他们抵御入侵者，保卫了国家。,They defended their country against the invaders.
谁跟你说用左手写字的？,Who told you to write with your left hand?
他們已經在這裡一個小時了。,They have been here for an hour.
别碰！,Hands off.
你怎么知道我喜欢汤姆？,How did you know that I liked Tom?
汤姆两点半左右到的。,Tom showed up at about 2:30.
这是免费的。,It's on the house.
她小提琴演奏得非常好。,She plays the violin very well.
我反应过度了吗？,Am I overreacting?
老虎吃什么东西？,What do tigers eat?
我們明天要去野餐。,We will go on a picnic tomorrow.
汤姆教了我法语。,Tom taught me French.
把手举起来！这是抢劫。,Hands up! This is a robbery.
她不喜歡他。,She didn't like him.
我身上沒有很多錢。,I don't have much money on me.
在那邊游泳的男孩是誰?,Who's the boy that's swimming over there?
我们所有人凑份子给老师买生日礼物。,We all chipped in to buy our teacher a birthday present.
她为自己孩子的行为感到羞耻。,She was ashamed of her children's behavior.
我認為那會很有意思。,I think that would be fun.
我們是好朋友。,We're good friends.
汤姆来这里和玛丽谈话。,Tom came here to talk to Mary.
我在回答之前必须考虑周全。,I must think over the matter before giving my answer.
萬一發生火災，按下按鈕。,"In case of fire, push the button."
告诉我人生的意义。,Tell me the meaning of life.
我去炸一點紅薯，然後再上面撒上糖。,I'll sauté a few sweet potatoes and sprinkle them with sugar.
他没有房子住。,He has no house in which to live.
我想你。,I missed you.
数十人仍然失踪。,Dozens are still missing.
今年蘋果的收成不錯。,There has been a good apple harvest this year.
他一直會給他妻子送禮物。,He is always giving presents to his wife.
隔壁的男孩常常晚回家。,The boy who lives next door often comes home late.
我被逮捕了。,I got arrested.
我们在树林中迷路了。,We lost our way in the woods.
我亲眼见到了它。,I've seen it with my own eyes.
我下个月要搬家了。,I'm moving next month.
我就指望你了。,I'm counting on you.
湯姆對你的瞭解比對其他人都清楚。,Tom knows you better than he knows anyone else.
我同意你一部分的意见。,I agree with some of your opinions.
暴风妨碍了我们准时到达。,The storm prevented us from arriving on time.
我希望再爬一次上富士山。,I wish to climb Mt. Fuji again.
给我香槟，谢谢。,"Champagne, please."
湯姆告訴我他住在哪裡。,Tom told me where he lived.
讓我們看看吧。,Let's take a look.
你会很惊讶你在一周内能学到的东西。,You'd be surprised what you can learn in a week.
你和谁说话呢？,Who were you talking with?
谢谢你送给我儿子礼物。,Thank you for the present you gave my son.
门一开，他们就逃走了。,"As soon as the door opened, they ran away."
我的成功要归功于他。,I owe my success to his help.
你真的需要提问题来知道答案吗？,Do you really need to ask the question to know the answer?
你是不是刚认识他？,Did you just get to know him?
我现在30岁了。,I'm 30 now.
別怕吠犬。,Don't be afraid of barking dogs.
電梯在哪裡？,Where are the elevators?
她唱歌非常好。,She sings very well.
給我這本書。,Give me the book.
你滑雪比我好。,You're a better skier than me.
誰碰了我的槍？,Who touched my gun?
你有駕駛執照嗎？,Do you have your driver's license?
汤姆也喜欢吃鱼。,Tom also likes to eat fish.
我礙著你了嗎？,Am I in your way?
別擔心，我和你說過一切都會好的。,Don't worry. I told you everything would be OK.
你怎麼樣？,How about you?
汤姆在没有窗户的办公室里工作。,Tom works in a windowless office.
他覺得他的心跳加速。,He felt his heart beating fast.
汤姆需要换换风景。,Tom needs a change of scenery.
他考试失败了，但他不太在意。,"He failed the exam, but he doesn't care too much."
我從來沒有爬過富士山。,I've never climbed Mt. Fuji.
公司放弃了那个项目。,The company abandoned that project.
你别相信他。,Don't trust him.
他告訴了學生要安靜。,He told the students to be quiet.
我父亲现在在医院。,My father is in the hospital now.
他喜歡喝啤酒，而且每天都喝醉。,He really loves beer and gets drunk every day.
你的友誼對我來說意義重大。,Your friendship means a lot to me.
我们曾一起上学的。,We went to school together.
"因為不知道該說什麼, 他保持沉默。","Not knowing what to say, he remained silent."
她去了意大利學習音樂。,She went to Italy to study music.
我太太兼職的工作賺進了一些額外的錢。,My wife's part-time job brings in a little extra money.
停止大声说话。,Stop talking loudly.
我總是忙於功課。,I'm always busy with my homework.
她盡可能地快跑。,She ran as fast as possible.
那位老爺爺死於癌症。,The old man died of cancer.
你能借我你的CD播放機一小時嗎？,Will you lend me your CD player for an hour?
我每天讀中文。,I study Chinese every day.
我不知道汤姆要被逮捕了。,I didn't know Tom was going to be arrested.
我們現在可能該打開它。,Maybe we should open it now.
公車站牌就在街對面。,The bus stop is across the street.
我買不起一輛車。,I cannot afford to buy a car.
湯姆跟我不是朋友，我們只是同事。,Tom and I aren't friends. We're just coworkers.
他們去了鳥取。,They went to Tottori.
我的手機有內建的數位相機。,My cell phone has a built-in digital camera.
我不會再見她。,I won't see her again.
请您摘下您的帽子。,Please take off your hat.
這把椅子是用塑膠製成的。,This chair is made of plastic.
我想要一个直飞纽约的航班。,I'd like a nonstop flight to New York.
