src,trg
我猜想他們會同意我們的。,I gather that they'll agree with us.
趴下！,Get down!
不知道明天天气会怎么样呢？,I wonder what the weather will be tomorrow.
汤姆的手大。,Tom has large hands.
顯然有人在撒謊。,"Obviously, someone is lying."
你讓我快樂。,You make me happy.
门慢慢地开了。,The door opened slowly.
昨天上午下大雨。,It rained hard yesterday morning.
你的狗看起来口渴了。,It looks like your dog is thirsty.
請澆花。,Please water the flowers.
她很可爱。,She is very pretty.
我有很多事想问汤姆。,There were so many things I wanted to ask Tom.
朋友就像生命之园里的花朵。,Friends are like flowers in the garden of life.
汤姆两个都喜欢。,Tom likes them both.
他一天一天地好轉。,He is getting better day by day.
在我看来，这个问题很难解决。,"In my opinion, it would be difficult to solve this problem."
汤姆说玛丽可能还在学法语。,Tom said that Mary was probably still studying French.
他拿他的車和新款車作比較。,He compared his car to the new model.
他們渡河前進。,They made their way across the river.
你走得太快我跟不上。,You walk too fast for me to keep up with you.
实话说，我不赞成你。,"To tell the truth, I don't agree with you."
汤姆是个很好的人。,Tom is a very good man.
汤姆不必谢我。,Tom doesn't need to thank me.
我的書在哪？,Where is my book?
我昨天都沒讀書。,I didn't study at all yesterday.
图书馆位于市中央。,The library is in the middle of the city.
我那时没法去他的生日派对。,I wasn't able to go to his birthday party.
孩子們在放風箏。,The children were flying kites.
我们想学一些日文歌曲。,We want to learn some Japanese songs.
我从来没感觉那么好过。,I've never felt better.
这个座位没人。,Nobody's sitting here.
我有一輛自行車。,I have a bicycle.
我現在必須離開。,I must be leaving now.
您想成为什么？,What do you want to be?
这本字典是我的。,This dictionary is mine.
我需要你的意见。,I need your advice.
我的血壓為155比105。,My blood pressure is 155 over 105.
這間圖書館有任何英語雜誌嗎?,Are there any English magazines in this library?
她有大量的書。,She has plenty of books.
河的水位上升了。,The river's water level has risen.
我十分能理解他。,I can understand him perfectly.
他今晚將抵達函館。,He will reach Hakodate tonight.
請幫我填這張表格。,Please help me fill out this form.
我不認為湯姆下週會去波士頓。,I don't think Tom will go to Boston next weekend.
汤姆和他的妻子都在澳大利亚长大。,Tom and his wife both grew up in Australia.
开个聚会很好。,It would be nice to have a party.
这是官方消息。,This news is official.
我想應該在這附近。,It must be around here somewhere.
這班火車如此的擁擠以至於我整個車程都必須站著。,The train was so crowded that I had to keep standing all the way.
我不知道那是不是汤姆想要的。,I don't know if that's what Tom wants or not.
你不能成为献血者。,You can't be a blood donor.
湯姆還不在這裡，但我們期待他很快就來。,"Tom isn't here yet, but we expect him soon."
发生这种情况的几率多大？,What are the chances of that happening?
明天打电话给我。,Call me tomorrow.
你不喜歡愛情故事，是嗎？,"You don't like love stories, do you?"
日本依賴進口原料。,Japan depends on imports for raw materials.
用筷子吃飯難嗎？,Is it difficult eating with chopsticks?
这是839号房间。,This is Room 839.
听到她成功的消息，他很高兴。,He was happy at the news of her success.
我当时在卫生间。,I was in the bathroom.
那个包是你的还是他的？,Is this bag yours or his?
我没有一个愿意跟我一起旅行的人。,I don't have anyone who'd travel with me.
你真沒用。,You're really useless.
我曾與他的比賽網球。,I had a tennis match with him.
我愛咖啡。,I love coffee.
你不是湯姆嗎?,Aren't you Tom?
她日语说的很好。,She spoke Japanese well.
你绝不能跟汤姆说话。,You must not talk to Tom.
我想要一艘船带我远离这里。,I want a boat that will take me far away from here.
到了做點事的時候了。,It's time to get some work done.
有人打汤姆了吗？,Did somebody hit Tom?
你有可能不知道这事。,It's possible that you don't know this.
湯姆穿著牛仔褲。,Tom was wearing jeans.
想象一下，假如你有一台时光机。,Imagine that you have a time machine.
他喝酒醉無法開車回家。,He was too drunk to drive home.
他从没打过高尔夫球。,He has never played golf.
我們在跟日本打仗。,We're at war with Japan.
圣诞老人，我想要一个女朋友当圣诞礼物。,"Dear Santa, I want a girlfriend for Christmas."
你認為哪一個是正確的?,Which one do you think is correct?
她和一位音乐家结了婚。,She married a musician.
他和他所有的同学相处融洽。,He is on goods terms with all of his classmates.
這本書真的很舊。,This book is really old.
他的演說激勵了所有的男孩。,His speech inspired all the boys.
我很喜欢烛光。,I like candlelight.
他丢了块肉给一条狗。,He threw a piece of meat to a dog.
我更愿意走路，而不是骑自行车。,I prefer walking to cycling.
别胡说。,Don't talk rubbish.
我是个骗子。,I'm a liar.
別被嚇壞了。,Don't be terrified.
湯姆總是遲到。,Tom is always late.
汤姆说他不知道怎么游泳。,Tom says he doesn't know how to swim.
我是對的。,I'm right.
请问您要多来点儿沙拉吗？,Would you like a little more salad?
你必须选。,You must choose.
我们需要的只有水。,All we need is water.
这个月底前，我们必须交报告。,We have to turn in our reports by the end of this month.
Tom经常滑雪穿过城市。,Tom often goes cross-country skiing.
你不能和我們一起來真可惜。,It is a pity that you can't join us.
感谢你帮我解释明白。,I appreciate your help in clarifying this.
我喜欢画画。,I like drawing.
下一场音乐会将在六月份举办。,The next concert will take place in June.
恐怖片會嚇到小孩。,Scary movies will frighten the children.
她不喜欢不守时的人。,She doesn't like people who aren't punctual.
我們看到了孩子們進入這個房間。,We saw the children enter the room.
這可能不是真的鑽石。,This may not be a real diamond.
打开收音机。,Turn on the radio.
看起来不错。,It looks good.
你到底是怎么做的？,How in the world did you do it?
我想要订房。,I'd like to reserve a room in a hotel.
他們狀告政府賠償損失。,They sued the government for damages.
你會在哪裡？,Where are you going to be?
我可以借一会你的书吗？,Can I borrow your book for a minute?
你認為我美嗎？,Do you think I'm beautiful?
我想要一个MP3播放器！,I want an MP3 player!
我在考慮出國。,I am thinking of going abroad.
我一小时内来见你。,I'll see you in an hour.
我得留在家裡。,I had to stay at home.
他把他的那段话从磁带里删除了。,He erased his speech from the tape.
我打算去那裡。,I intend to go there.
这双鞋子太小了。,These shoes are too small.
仔細看,Look closely.
多少錢？,What is the price for this?
湯姆確實是貪心的。,Tom certainly is greedy.
汤姆在盖房子。,Tom is building a house.
我不该把一整包薯片都吃完的。,I shouldn't have eaten the whole bag of potato chips.
我是最好的。,I'm the best.
我們第三節是法語課。,We have French third period.
汤姆下个星期一会被判决。,Tom will be sentenced next Monday.
鈴聲在八點鐘響起。,The bell rings at eight.
别问问题。跟着我就行。,Don't ask questions. Just follow me.
不難理解。,It's not hard to understand.
游泳很容易。,Swimming is easy.
我們彼此認識沒有很久。,We haven't known each other long.
你想喝點什麼嗎？,Do you want something to drink?
我剛才吐了。,I just threw up.
不要根据封面来判断一本书。,Don't judge a book by its cover.
湯姆在小时候有點超重。,Tom was a little overweight when he was a child.
她在花園裡發現了一顆球。,She found a ball in the garden.
但愿我是一个好歌手。,I wish I were a good singer.
汤姆脑瓜灵。,Tom has a good head on his shoulders.
每个人都知道汤姆的法语很好。,Everybody knew Tom was good at French.
我知道我做错了。,I know what I did was wrong.
如果你听到她讲的英语，你会以为她是美国人呢。,"If you heard her speak English, you would take her for an American."
你在正確的軌道上。,You're on the right track.
你想不想要這工作？,Do you want this job or not?
他反對我們的計劃。,He objected to our plan.
他們說威尼斯是個漂亮的城市。,They say that Venice is a beautiful city.
我准备再前进一点。,I've decided to go a little further.
他把自己藏在門後面。,He hid himself behind the door.
我今天在東京。,I am in Tokyo today.
